Symbol,GeneID,Raw counts
IFITM2,10581,38
IFITM1,8519,19
IFITM3,10410,308
B4GALNT4,338707,1
PKP3,11187,41
SIGIRR,59307,0
ANO9,338440,6
PTDSS2,81490,3
RNH1,6050,121
LRRC56,115399,0
HRAS,3265,1
LMNTD2,256329,0
RASSF7,8045,4
MIR210HG,100506211,22
MIR210,406992,0
LOC143666,143666,1
PHRF1,57661,1
IRF7,3665,6
CDHR5,53841,0
SCT,6343,0
DRD4,1815,0
DEAF1,10522,25
TMEM80,283232,17
EPS8L2,64787,12
TALDO1,6888,667
GATD1,347862,14
GATD1-DT,171391,0
CEND1,51286,0
SLC25A22,79751,3
PANO1,101927423,0
PIDD1,55367,0
RPLP2,6181,2319
SNORA52,619565,0
PNPLA2,57104,5
CRACR2B,283229,0
CD151,977,108
POLR2L,5441,543
TSPAN4,7106,16
CHID1,66005,179
AP2A2,161,8
MUC6,4588,0
LINC02688,101927503,0
MUC2,4583,0
MUC5AC,4586,0
MUC5B,727897,0
MIR6744,102466725,0
TOLLIP,54472,19
TOLLIP-DT,255512,1
BRSK2,9024,0
MOB2,81532,15
DUSP8,1850,0
KRTAP5-AS1,338651,0
KRTAP5-1,387264,0
KRTAP5-2,440021,0
KRTAP5-3,387266,0
KRTAP5-5,439915,0
FAM99A,387742,0
FAM99B,100132464,0
KRTAP5-6,440023,0
IFITM10,402778,6
CTSD,1509,130
SYT8,90019,5
TNNI2,7136,4
LSP1,4046,3
MIR4298,100423021,0
MIR7847,102465993,0
LINC01150,101927624,0
TNNT3,7140,0
MRPL23,6150,3
MRPL23-AS1,100133545,0
LINC01219,104355220,0
H19,283120,26
MIR675,100033819,0
INS-IGF2,723961,0
IGF2,3481,0
MIR483,619552,0
IGF2-AS,51214,0
INS,3630,0
TH,7054,0
MIR4686,100616126,0
ASCL2,430,0
C11orf21,29125,0
TSPAN32,10077,0
CD81-AS1,101927682,0
CD81,975,41
TSSC4,10078,4
TRPM5,29850,0
KCNQ1,3784,0
KCNQ1OT1,10984,2
KCNQ1-AS1,338653,0
KCNQ1DN,55539,0
CDKN1C,1028,3
SLC22A18AS,5003,4
SLC22A18,5002,22
PHLDA2,7262,14
"NAP1L4",4676,19
SNORA54,677833,0
CARS1,833,85
OSBPL5,114879,2
MRGPRG,386746,0
MRGPRG-AS1,283303,0
MRGPRE,116534,0
ZNF195,7748,4
TSSC2,650368,1
OR7E12P,10821,0
LOC105376526,105376526,18
LOC101927708,101927708,0
TRPC2,7221,0
ART5,116969,0
ART1,417,0
CHRNA10,57053,0
NUP98,4928,4
PGAP2,27315,30
RHOG,391,22
STIM1,6786,12
MIR4687,100616453,0
RRM1,6240,216
LINC02749,100506082,1
OR52B4,143496,0
TRIM21,6737,9
OR52K2,119774,0
OR52K1,390036,0
OR52M1,119772,0
C11orf40,143501,0
OR52I2,143502,0
OR52I1,390037,0
TRIM68,55128,3
OR51D1,390038,0
OR51E1,143503,0
OR51E2,81285,0
OR51F1,256892,0
OR52R1,119695,0
OR51F2,119694,0
OR51S1,119692,0
OR51T1,401665,0
OR51A7,119687,0
OR51G2,81282,0
OR51G1,79324,0
OR51A4,401666,0
OR51A2,401667,0
MMP26,56547,0
OR51L1,119682,0
OR52J3,119679,0
OR52E2,119678,0
OR52A5,390054,0
OR52A1,23538,0
OR51V1,283111,0
HBB,3043,0
HBD,3045,0
HBBP1,3044,0
BGLT3,103344929,0
HBG1,3047,0
HBG2,3048,0
HBE1,3046,0
OR51B4,79339,0
OR51B2,79345,0
OR51B5,282763,0
OR51B6,390058,0
OR51M1,390059,0
OR51Q1,390061,0
OR51I1,390063,0
OR51I2,390064,0
OR52D1,390066,0
UBQLN3,50613,0
UBQLNL,143630,0
OLFM5P,101927763,0
OR52H1,390067,0
OR52B6,340980,0
TRIM6,117854,0
TRIM6-TRIM34,445372,0
TRIM34,53840,0
TRIM5,85363,15
TRIM22,10346,0
OR52N4,390072,0
OR56B1,387748,0
OR52N5,390075,0
OR52N1,79473,0
OR52N2,390077,0
OR52E6,390078,0
OR52E8,390079,0
OR52E4,390081,0
OR56A3,390083,0
OR56A5,390084,0
OR52L1,338751,0
OR56A4,120793,0
OR56A1,120796,0
OR56B4,196335,0
OR52B2,255725,0
OR52W1,120787,0
C11orf42,160298,0
FHIP1B,84067,1
CNGA4,1262,0
CCKBR,887,0
CAVIN3,112464,5
SMPD1,6609,1
APBB1,322,1
HPX,3263,0
TRIM3,10612,0
ARFIP2,23647,24
TIMM10B,26515,17
DNHD1,144132,0
RRP8,23378,5
ILK,3611,73
TAF10,6881,1
TPP1,1200,15
DCHS1,8642,0
MRPL17,63875,43
GVINP1,387751,0
OR2AG2,338755,0
OR2AG1,144125,0
OR6A2,8590,0
OR10A5,144124,0
OR10A2,341276,0
OR10A4,283297,0
OR2D2,120776,0
OR2D3,120775,0
ZNF215,7762,0
ZNF214,7761,0
NLRP14,338323,0
RBMXL2,27288,0
MIR302E,100313774,0
SYT9,143425,0
SYT9-AS1,100506258,0
OLFML1,283298,0
PPFIBP2,8495,21
CYB5R2,51700,3
OVCH2,341277,0
OR5P2,120065,0
OR5P3,120066,0
OR5E1P,26343,0
LOC283299,283299,1
OR10A6,390093,0
OR10A3,26496,0
NLRP10,338322,1
EIF3F,8665,16
CASC23,103581031,0
TUB,7275,0
TUB-AS1,101927917,0
RIC3,79608,3
LMO1,4004,0
STK33,65975,0
TRIM66,9866,0
RPL27A,6157,172
SNORA3A,619562,2
SNORA3B,677826,0
DENND2B,6764,28
DENND2B-AS1,102724784,0
AKIP1,56672,27
C11orf16,56673,0
ASCL3,56676,0
TMEM9B,56674,49
TMEM9B-AS1,493900,0
NRIP3,56675,0
SCUBE2,57758,0
MIR5691,100847015,0
KRT8P41,283102,6
DENND5A,23258,1
TRL-CAA5-1,100189370,0
TMEM41B,440026,12
IPO7,10527,24
SNORA23,677808,2
LOC644656,644656,1
ZNF143,7702,37
WEE1,7465,11
SWAP70,23075,14
LINC02709,440028,0
SBF2-AS1,283104,0
SBF2,81846,18
LOC101928008,101928008,0
ADM-DT,105376544,0
ADM,133,21
CAND1.11,100130460,0
AMPD3,272,15
MTRNR2L8,100463486,456
MIR4485,100616263,0
RNF141,50862,157
IRAG1-AS1,100129827,4
LYVE1,10894,1
IRAG1,10335,0
CTR9,9646,24
EIF4G2,1982,257
SNORD97,692223,0
LOC101928053,101928053,0
ZBED5,58486,9
ZBED5-AS1,729013,32
GALNT18,374378,13
CSNK2A3,283106,33
MIR4299,100423026,0
MIR8070,102465870,0
USP47,55031,54
DKK3,27122,1
MICAL2,9645,13
MIR6124,102466906,0
PARVA,55742,22
TEAD1,7003,17
LINC00958,100506305,29
RASSF10,644943,0
BMAL1,406,12
BTBD10,84280,24
PTH,5741,0
FAR1,84188,16
LINC02683,101928132,0
SPON1,10418,0
RRAS2,22800,9
COPB1,1315,174
PSMA1,5682,145
PDE3B,5140,0
CYP2R1,120227,10
CALCA,796,0
CALCB,797,0
INSC,387755,0
SOX6,55553,0
MIR6073,102464826,0
C11orf58,10944,156
PLEKHA7,144100,1
OR7E14P,10819,1
RPS13,6207,259
SNORD14A,26822,0
SNORD14B,85388,0
PIK3C2A,5286,3
NUCB2,4925,96
NCR3LG1,374383,0
KCNJ11,3767,0
ABCC8,6833,0
USH1C,10083,0
OTOG,340990,0
LINC02729,102723330,0
MYOD1,4654,0
KCNC1,3746,0
SERGEF,26297,28
TPH1,7166,0
SAAL1,113174,16
MRGPRX3,117195,3
SAA3P,6290,1
MRGPRX4,117196,0
SLC25A51P4,494141,2
SAA2-SAA4,100528017,0
SAA4,6291,0
SAA2,6289,29
SAA1,6288,462
HPS5,11234,8
GTF2H1,2965,4
MIR3159,100423016,0
LDHA,3939,566
LDHC,3948,0
LDHAL6A,160287,0
TSG101,7251,347
UEVLD,55293,45
SPTY2D1OS,100506540,0
SPTY2D1,144108,3
TMEM86A,144110,16
IGSF22,283284,1
PTPN5,84867,0
MRGPRX1,259249,0
MRGPRX2,117194,0
ZDHHC13,54503,70
CSRP3,8048,0
E2F8,79733,0
"NAV2",89797,3
"NAV2-AS5",100874012,0
"NAV2-AS4",399876,0
MIR4486,100616118,0
"NAV2-AS6",100126784,0
MIR4694,100616426,0
"NAV2-AS2",100874014,0
DBX1,120237,0
HTATIP2,10553,95
PRMT3,10196,30
SLC6A5,9152,0
NELL1,4745,0
ANO5,203859,0
SLC17A6,57084,0
LINC01495,102723378,0
FANCF,2188,3
GAS2,2620,0
SVIP,258010,0
CCDC179,100500938,0
MIR8054,102465860,0
LUZP2,338645,0
ANO3,63982,0
MUC15,143662,17
SLC5A12,159963,0
FIBIN,387758,0
BBOX1,8424,0
BBOX1-AS1,103695435,9
CCDC34,91057,17
LGR4,55366,4
LGR4-AS1,105376671,0
LIN7C,55327,8
BDNF-AS,497258,0
MIR8087,102465881,0
LINC00678,101410541,0
BDNF,627,7
KIF18A,81930,11
MIR610,693195,0
METTL15,196074,5
MIR8068,102466876,0
KCNA4,3739,0
FSHB,2488,0
ARL14EP,120534,8
MPPED2,744,0
DCDC1,341019,0
DNAJC24,120526,28
IMMP1L,196294,16
ELP4,26610,17
PAX6,5080,1
PAX6-AS1,440034,0
PAUPAR,103157000,0
LINC03031,100506675,0
RCN1,5954,5
WT1,7490,0
WT1-AS,51352,0
EIF3M,10480,718
CCDC73,493860,0
PRRG4,79056,31
QSER1,79832,4
DEPDC7,91614,7
TCP11L1,55346,0
LINC00294,283267,1
CSTF3,1479,65
CSTF3-DT,338739,1
HIPK3,10114,14
KIAA1549L,25758,2
C11orf91,100131378,6
CD59,966,576
FBXO3,26273,76
FBXO3-DT,101928440,0
LMO2,4005,1
CAPRIN1,4076,47
"NAT10",55226,37
ABTB2,25841,0
CAT,847,161
ELF5,2001,1
EHF,26298,87
APIP,51074,3
PDHX,8050,63
MIR1343,100616437,0
CD44-DT,100507144,0
CD44,960,1187
SLC1A2,6506,0
PAMR1,25891,42
FJX1,24147,2
TRIM44,54765,7
LDLRAD3,143458,3
MIR3973,100616311,0
COMMD9,29099,42
PRR5L,79899,0
TRAF6,7189,2
RAG1,5896,1
RAG2,5897,0
IFTAP,119710,13
LINC02759,103312105,0
LINC01493,101928536,0
LRRC4C,57689,0
LINC01499,102723644,0
LINC02740,100507205,0
HNRNPKP3,399881,0
API5,8539,32
TTC17,55761,51
MIR670,100313777,0
MIR129-2,406918,0
HSD17B12,51144,65
ALKBH3,221120,60
SEC14L1P1,729799,6
ALKBH3-AS1,100507300,0
ACCSL,390110,0
C11orf96,387763,0
ACCS,84680,0
EXT2,2132,72
ALX4,60529,0
CD82,3732,67
TSPAN18,90139,0
TP53I11,9537,0
LINC02685,221122,0
PRDM11,56981,0
SYT13,57586,0
LINC02696,101928812,0
LINC02687,399886,1
CHST1,8534,0
MIR7154,102465691,0
LOC100507384,100507384,0
LINC02716,374387,0
SLC35C1,55343,3
CRY2,1408,3
MAPK8IP1,9479,0
C11orf94,143678,0
PEX16,9409,3
LARGE2,120071,2
PHF21A,51317,1
LOC101928894,101928894,0
CREB3L1,90993,1
DGKZ,8525,1
MIR4688,100616368,0
MDK,4192,29
CHRM4,1132,0
AMBRA1,55626,4
MIR3160-1,100422827,0
MIR3160-2,100422825,0
HARBI1,283254,9
ATG13,9776,44
ARHGAP1,392,33
ZNF408,79797,1
F2,2147,0
CKAP5,9793,51
MIR5582,100847020,0
SNORD67,692108,0
LRP4-AS1,100507401,0
LRP4,4038,2
CSTPP1,79096,53
ARFGAP2,84364,27
PACSIN3,29763,9
MIR6745,102466726,0
DDB2,1643,54
ACP2,53,5
NR1H3,10062,0
MADD,8567,4
MADD-AS1,101928943,0
MYBPC3,4607,0
SPI1,6688,0
MIR4487,100616222,0
SLC39A13,91252,4
PSMC3,5702,62
RAPSN,5913,0
CELF1,10658,7
PTPMT1,114971,45
KBTBD4,55709,0
NDUFS3,4722,77
FAM180B,399888,0
C1QTNF4,114900,0
MTCH2,23788,111
AGBL2,79841,0
FNBP4,23360,6
NUP160,23279,39
PTPRJ,5795,0
MIR3161,100423000,0
OR4B1,119765,0
OR4X2,119764,0
OR4X1,390113,0
OR4S1,256148,0
OR4C3,256144,0
OR4A47,403253,0
TRIM49B,283116,0
TRIM64C,646754,0
FOLH1,2346,0
GRM5P1,440040,0
OR4C13,283092,0
OR4C12,283093,0
OR4C45,403257,0
SEPTIN7P11,441601,1
LOC646813,646813,0
OR4C46,119749,0
OR4A5,81318,0
TRIM48,79097,0
TRIM51HP,440041,0
OR4A16,81327,0
OR4A15,81328,0
OR4C15,81309,0
OR4C16,219428,0
OR4C11,219429,0
OR4P4,81300,0
OR4S2,219431,0
OR4C6,219432,0
OR5D13,390142,0
OR5D14,219436,0
OR5L1,219437,0
OR5D18,219438,0
OR5L2,26338,0
OR5D16,390144,0
TRIM51,84767,0
OR5W2,390148,0
OR5I1,10798,0
OR10AG1,282770,0
OR7E5P,219445,0
OR5F1,338674,0
OR5AS1,219447,0
OR8I2,120586,0
OR8H2,390151,0
OR8H3,390152,0
OR8J3,81168,0
OR8K5,219453,0
OR5J2,282775,0
OR5T2,219464,0
OR5T3,390154,0
OR5T1,390155,0
OR8H1,219469,0
OR8K3,219473,0
OR8K1,390157,0
OR8J1,219477,0
OR8U1,219417,0
OR8U3,219479,0
OR5M9,390162,0
OR5M3,219482,0
OR5M8,219484,0
OR5M11,219487,0
OR5M10,390167,0
OR5M1,390168,0
OR5AP2,338675,0
OR5AR1,219493,0
OR9G1,390174,0
OR9G4,283189,0
MIR6128,102465135,0
LINC02735,101927120,0
OR5AK2,390181,0
OR5AK4P,219525,0
LRRC55,219527,0
APLNR,187,0
TNKS1BP1,85456,19
SSRP1,6749,9
P2RX3,5024,0
PRG3,10394,0
PRG2,5553,0
SLC43A3,29015,0
RTN4RL2,349667,0
SLC43A1,8501,0
TIMM10,26519,51
SMTNL1,219537,0
UBE2L6,9246,16
SERPING1,710,129
MIR130A,406919,0
YPEL4,219539,0
CLP1,10978,10
ZDHHC5,25921,50
MED19,219541,15
TMX2,51075,38
TMX2-CTNND1,100528016,0
SELENOH,280636,29
BTBD18,643376,0
CTNND1,1500,5
OR9Q1,219956,0
OR6Q1,219952,0
OR9I1,219954,0
OR9Q2,219957,0
OR1S2,219958,0
OR1S1,219959,0
OR10Q1,219960,0
OR10W1,81341,0
OR5B17,219965,0
OR5B3,441608,0
OR5B2,390190,0
OR5B12,390191,0
OR5B21,219968,0
LPXN,9404,20
ZFP91-CNTF,386607,0
ZFP91,80829,17
CNTF,1270,0
GLYAT,10249,0
GLYATL2,219970,2
GLYATL1,92292,0
LOC283194,283194,0
FAM111B,374393,0
FAM111A-DT,101927204,1
FAM111A,63901,6
DTX4,23220,2
MPEG1,219972,0
WARS1P1,341112,5
SLC25A47P1,105369316,0
OR5AN1,390195,0
OR5A2,219981,0
OR5A1,219982,0
OR4D6,219983,0
OR4D10,390197,0
OR4D11,219986,0
OR4D9,390199,0
TRV-TAC1-1,100188993,0
TRV-TAC2-1,100189283,1
TRR-TCT3-2,100189115,0
TRL-TAA3-1,100189240,0
TRK-TTT5-1,100189238,1
TRF-GAA1-3,100189415,0
TRK-TTT3-4,100049613,3
TRF-GAA2-1,100009605,0
OSBP,5007,8
MIR3162,100422880,0
PATL1,219988,6
OR10V1,390201,0
OR10V2P,81343,0
STX3,6809,9
MRPL16,54948,18
CBLIF,2694,0
TCN1,6947,128
OOSP1,255649,0
OOSP2,219990,0
MS4A3,932,0
MS4A2,2206,0
MS4A6A,64231,0
MS4A4E,643680,0
MIR6503,102465250,0
MS4A4A,51338,0
MS4A6E,245802,0
MS4A7,58475,0
MS4A14,84689,0
MS4A5,64232,0
MS4A1,931,0
MS4A12,54860,0
MS4A13,503497,0
LINC00301,283197,0
MS4A8,83661,0
MS4A18,728588,0
MS4A15,219995,0
MS4A10,341116,0
CCDC86,79080,1
PTGDR2,11251,0
ZP1,22917,0
PRPF19,27339,12
TMEM109,79073,9
TMEM132A,54972,0
SLC15A3,51296,0
CD6,923,0
CD5,921,0
VPS37C,55048,7
PGA3,643834,0
PGA4,643847,0
PGA5,5222,0
VWCE,220001,0
DDB1,1642,52
TKFC,26007,6
CYB561A3,220002,65
TMEM138,51524,49
TMEM216,51259,25
CPSF7,79869,12
SDHAF2,54949,101
PPP1R32,220004,0
MIR4488,100616470,0
LRRC10B,390205,0
SYT7,9066,6
LOC101927495,101927495,0
RPLP0P2,113157,88
DAGLA,747,0
MYRF,745,1
MYRF-AS1,26070,0
TMEM258,746,493
MIR611,693196,0
FEN1,2237,13
FADS1,3992,6
MIR1908,100302263,0
FADS2,9415,7
FADS3,3995,0
MIR6746,102465446,0
RAB3IL1,5866,0
BEST1,7439,0
FTH1,2495,487
INCENP,3619,3
SCGB1D1,10648,0
SCGB2A1,4246,0
SCGB1D2,10647,0
SCGB2A2,4250,0
SCGB1D4,404552,0
ASRGL1,80150,0
SCGB1A1,7356,0
AHNAK,79026,340
EEF1G,1937,156
MIR6747,102465447,0
TUT1,64852,7
MTA2,9219,19
EML3,256364,0
ROM1,6094,0
B3GAT3,26229,4
GANAB,23193,34
INTS5,80789,4
C11orf98,102288414,0
LBHD1,79081,0
CSKMT,751071,10
SNORA57,692158,0
UQCC3,790955,4
UBXN1,51035,98
LRRN4CL,221091,0
BSCL2,26580,0
HNRNPUL2-BSCL2,100534595,0
GNG3,2785,0
HNRNPUL2,221092,5
TTC9C,283237,26
ZBTB3,79842,0
POLR2G,5436,157
TAF6L,10629,0
TMEM179B,374395,129
MIR6748,102465448,0
TMEM223,79064,2
NXF1,10482,19
MIR6514,102465257,0
STX5,6811,30
WDR74,54663,22
RNU2-2P,26855,15
SNHG1,23642,6
SNORD22,9304,0
SNORD31,9298,0
SNORD30,9299,0
SNORD29,9297,0
SNORD28,9300,0
SNORD27,9301,0
SNORD26,9302,3
SNORD25,9303,0
SLC3A2,6520,150
CHRM1,1128,0
SLC22A6,9356,0
SLC22A8,9376,0
SLC22A24,283238,0
SLC22A25,387601,4
SLC22A10,387775,0
SLC22A9,114571,0
PLAAT5,117245,0
LGALS12,85329,4
PLAAT4,5920,3
PLAAT2,54979,0
PLAAT3,11145,10
ATL3,25923,68
RTN3,10313,37
ZFTA,65998,3
SPINDOC,144097,1
MARK2,2011,2
RCOR2,283248,0
"NAA40",79829,2
RNU6-45P,100873759,0
COX8A,1351,661
OTUB1,55611,128
MACROD1,28992,0
FLRT1,23769,0
STIP1,10963,67
FERMT3,83706,0
TRPT1,83707,11
NUDT22,84304,7
DNAJC4,3338,4
VEGFB,7423,16
FKBP2,2286,121
PPP1R14B,26472,23
PLCB3,5331,5
GPR137,56834,1
BAD,572,0
KCNK4,50801,0
CATSPERZ,25858,2
ESRRA,2101,1
TRMT112,51504,8
PRDX5,25824,1142
CCDC88B,283234,0
MIR7155,102466815,0
RPS6KA4,8986,16
MIR1237,100302280,0
LINC02724,100996455,0
SLC22A11,55867,0
SLC22A12,116085,0
NRXN2,9379,0
RASGRP2,10235,0
PYGM,5837,0
SF1,7536,44
MAP4K2,5871,0
MEN1,4221,9
CDC42BPG,55561,0
EHD1,10938,1
MIR192,406967,0
MIR194-2,406970,0
ATG2A,23130,2
MIR6750,102466192,0
MIR6749,102466727,0
PPP2R5B,5526,0
GPHA2,170589,0
MAJIN,283129,0
BATF2,116071,0
ARL2-SNX15,100528018,0
ARL2,402,72
MIR6879,102466756,0
SNX15,29907,0
SAC3D1,29901,0
"NAALADL1",10004,0
CDCA5,113130,0
ZFPL1,7542,7
TMEM262,100130348,0
VPS51,738,10
TM7SF2,7108,26
ZNHIT2,741,0
FAU,2197,989
MRPL49,740,57
SYVN1,84447,0
MIR6751,102465449,0
SPDYC,387778,0
CAPN1-AS1,728975,1
CAPN1,823,73
SLC22A20P,440044,0
POLA2,23649,0
CDC42EP2,10435,2
DPF2,5977,23
TIGD3,220359,0
SLC25A45,283130,1
FRMD8,83786,37
NEAT1,283131,73
MIR612,693197,0
FAUP4,101927789,2
MALAT1,378938,177
SCYL1,57410,5
LTBP3,4054,0
ZNRD2-DT,254100,1
ZNRD2,10534,31
FAM89B,23625,13
EHBP1L1,254102,1
KCNK7,10089,1
MAP3K11,4296,5
PCNX3,399909,8
MIR4690,100616292,0
SIPA1,6494,1
MIR4489,100616284,0
RELA,5970,15
KAT5,10524,10
RNASEH2C,84153,19
AP5B1,91056,1
OVOL1,5017,16
OVOL1-AS1,101927828,0
SNX32,254122,0
CFL1,1072,21
MUS81,80198,3
EFEMP2,30008,4
CTSW,1521,1
FIBP,9158,72
CCDC85B,11007,1
FOSL1,8061,8
C11orf68,83638,6
DRAP1,10589,51
TSGA10IP,254187,0
SART1,9092,4
EIF1AD,84285,10
BANF1,8815,123
CST6,1474,15
CATSPER1,117144,0
GAL3ST3,89792,0
SF3B2,10992,123
PACS1,55690,12
KLC2,64837,0
RAB1B,81876,54
CNIH2,254263,0
YIF1A,10897,64
TMEM151A,256472,0
CD248,57124,0
RIN1,9610,6
BRMS1,25855,76
B4GAT1,11041,1
B4GAT1-DT,102724064,0
TRS-GCT3-1,100189285,1
SLC29A2,3177,0
NPAS4,266743,0
MRPL11,65003,50
PELI3,246330,1
DPP3-DT,101928069,1
DPP3,10072,22
BBS1,582,8
ZDHHC24,254359,2
ACTN3,89,0
CTSF,8722,0
CCDC87,55231,0
CCS,9973,13
RBM14,10432,8
RBM14-RBM4,100526737,0
RBM4,5936,68
RBM4B,83759,40
SPTBN2,6712,13
C11orf80,79703,4
RCE1,9986,5
PC,5091,1
LRFN4,78999,0
MIR3163,100423029,0
C11orf86,254439,0
SYT12,91683,1
MIR6860,102465518,0
RHOD,29984,65
KDM2A,22992,16
GRK2,156,5
ANKRD13D,338692,2
SSH3,54961,12
LOC100130987,100130987,0
POLD4,57804,70
CLCF1,23529,0
RAD9A,5883,0
PPP1CA,5499,3
TBC1D10C,374403,0
CARNS1,57571,0
RPS6KB2,6199,13
PTPRCAP,5790,0
CORO1B,57175,4
GPR152,390212,0
CABP4,57010,0
TMEM134,80194,101
AIP,9049,34
MIR6752,102465450,0
PITPNM1,9600,3
CDK2AP2,10263,25
CABP2,51475,0
GSTP1,2950,5429
NDUFV1-DT,100505621,0
NDUFV1,4723,82
DOC2GP,390213,0
NUDT8,254552,0
TBX10,347853,0
ACY3,91703,0
ALDH3B2,222,105
FAM86C2P,645332,8
RNU6-46P,100873760,1
UNC93B1,81622,1
ALDH3B1,221,7
NDUFS8,4728,396
MIR7113,102465669,0
MIR4691,100616403,0
TCIRG1,10312,3
MIR6753,102465451,0
CHKA,1119,0
KMT5B,51111,14
C11orf24,53838,3
LRP5,4041,5
PPP6R3,55291,93
GAL,51083,6
TESMIN,9633,1
CPT1A,1374,27
MRPL21,219927,500
IGHMBP2,3508,0
MRGPRD,116512,0
MRGPRF,116535,0
MRGPRF-AS1,101928200,0
TPCN2,219931,4
MIR3164,100422846,0
LOC338694,338694,0
MYEOV,26579,14
LINC01488,101928292,0
CCND1,595,5
LTO1,220064,3
FGF19,9965,0
FGF4,2249,0
FGF3,2248,0
LINC02753,101928443,0
LINC02584,100009613,0
ANO1,55107,2
FADD,8772,6
PPFIA1,8500,39
MIR548K,100313770,0
CTTN,2017,83
SHANK2,22941,0
SHANK2-AS1,100874198,0
SHANK2-AS3,220070,0
MIR3664,100500844,0
ACTE1P,399923,0
DHCR7,1717,26
"NADSYN1",55191,131
MIR6754,102466728,0
KRTAP5-7,440050,0
KRTAP5-8,57830,0
KRTAP5-9,3846,0
KRTAP5-10,387273,0
KRTAP5-11,440051,0
FAM86C1P,55199,9
ALG1L9P,285407,0
ZNF705EP,100131539,0
DEFB108B,245911,0
XNDC1N,100133315,4
DEFB131B,100129216,1
RNF121,55298,70
IL18BP,10068,0
NUMA1,4926,8
LOC100128494,100128494,0
MIR3165,100422953,0
LRTOMT,220074,22
LAMTOR1,55004,51
ANAPC15,25906,2
FOLR3,2352,0
FOLR1,2348,6
FOLR2,2350,0
INPPL1,3636,0
PHOX2A,401,0
CLPB,81570,9
LINC01537,101928555,0
PDE2A,5138,0
MIR139,406931,0
ARAP1,116985,26
STARD10,10809,14
MIR4692,100616410,0
ATG16L2,89849,1
FCHSD2,9873,1
P2RY2,5029,10
P2RY6,5031,2
ARHGEF17,9828,1
RELT,84957,1
FAM168A,23201,1
PLEKHB1,58473,0
RAB6A,5870,67
MRPL48,51642,42
COA4,51287,48
PAAF1,80227,77
DNAJB13,374407,0
UCP2,7351,0
UCP3,7352,0
C2CD3,26005,1
PPME1,51400,84
P4HA3,283208,8
P4HA3-AS1,101928580,0
PGM2L1,283209,0
MIR548AL,100616215,0
KCNE3,10008,0
LIPT2,387787,1
LIPT2-AS1,100287896,0
POLD3,10714,10
CHRDL2,25884,0
MIR4696,100616402,0
RNF169,254225,0
XRRA1,143570,12
SPCS2,9789,11
NEU3,10825,0
OR2AT4,341152,0
SLCO2B1,11309,0
TPBGL,100507050,0
ARRB1,408,15
MIR326,442900,0
RPS3,6188,318
SNORD15A,6079,0
SNORD15B,114599,0
KLHL35,283212,0
GDPD5,81544,0
SERPINH1,871,14
MAP6,4135,0
MOGAT2,80168,3
DGAT2-DT,283214,0
DGAT2,84649,34
UVRAG,7405,9
WNT11,7481,0
TRP-AGG2-4,100189072,1
TRP-TGG2-1,100189224,0
THAP12,5612,5
GVQW3,100506127,0
EMSY,56946,3
LRRC32,2615,0
GUCY2EP,390226,0
TSKU,25987,10
TSKU-AS1,101928837,0
ACER3,55331,1
B3GNT6,192134,0
CAPN5,726,3
OMP,4975,0
MYO7A,4647,0
GDPD4,220032,0
PAK1,5058,80
LINC03030,646029,0
AQP11,282679,0
CLNS1A,1207,86
RSF1,51773,5
AAMDC,28971,29
INTS4,92105,46
NDUFC2-KCTD14,100532726,0
KCTD14,65987,0
THRSP,7069,0
NDUFC2,4718,178
ALG8,79053,87
KCTD21-AS1,100289388,0
KCTD21,283219,3
USP35,57558,0
GAB2,9846,0
LINC02728,101928865,0
"NARS2",79731,2
LOC101928896,101928896,0
TENM4,26011,0
MIR708,100126333,0
MIR5579,100847000,0
LINC02720,101928944,0
MIR4300HG,101928989,0
MIR4300,100422823,0
FAM181B,220382,0
PRCP,5547,44
DDIAS,220042,0
RAB30,27314,0
SNORA70E,100379250,0
RAB30-DT,100506233,22
PCF11,51585,4
ANKRD42,338699,53
CCDC90B,60492,20
DLG2,1740,0
TMEM126B,55863,31
TMEM126A,84233,59
CREBZF,58487,3
CCDC89,220388,0
SYTL2,54843,0
CCDC83,220047,0
PICALM,8301,35
EED,8726,5
MIR6755,102465452,0
HIKESHI,51501,103
CCDC81,60494,0
ME3,10873,0
PRSS23,11098,1
OR7E2P,8587,0
FZD4,8322,0
FZD4-DT,100506368,0
TMEM135,65084,5
RAB38,23682,242
MIR3166,100423040,0
CTSC,1075,603
GRM5-AS1,100873989,0
GRM5,2915,0
RNU6-16P,100873753,0
TYR,7299,0
NOX4,50507,0
FOLH1B,219595,0
TRIM77,390231,0
TRIM49,57093,0
TRIM64B,642446,0
TRIM49D1,399939,0
TRIM49D2,729384,0
TRIM64,120146,0
TRIM53AP,642569,0
TRIM49C,642612,0
LOC105378955,105378955,0
UBTFL1,642623,0
"NAALAD2",10003,2
CHORDC1,26973,9
DISC1FP1,101929222,0
MIR4490,100616186,0
MIR1261,100302228,0
FAT3,120114,0
MTNR1B,4544,0
SLC36A4,120103,1
DEUP1,159989,0
SMCO4,56935,0
CEP295,85459,9
SCARNA9,619383,4
SNORA25,684959,305
SNORA32,692063,0
SNORD6,692075,0
SNORA1,677792,2
SNORA8,654320,0
SNORD5,692072,1
SNORA18,677805,3
MIR1304,100302240,0
SNORA40,677822,1
TAF1D,79101,27
C11orf54,28970,35
MED17,9440,11
